,County,Professional qualification,count,Level(s) teaching/ECE,Level(s) teaching/Primary (Lower Basic),Level(s) teaching/Junior Secondary (Upper Basic),Level(s) teaching/Senior High
276,Grand Kru,Pre-service C Certificate,Buah,3.0,23.0,4.0,0.0
277,Grand Kru,Pre-service C Certificate,Dorbor,0.0,6.0,3.0,0.0
278,Grand Kru,Pre-service C Certificate,Grand Cess,1.0,1.0,0.0,0.0
279,Grand Kru,Pre-service C Certificate,Jloh,3.0,9.0,6.0,0.0
280,Grand Kru,Pre-service C Certificate,Sass Town,2.0,10.0,8.0,0.0
281,Grand Kru,Pre-service C Certificate,Trehn,15.0,28.0,6.0,0.0
282,Grand Kru,Pre-service C Certificate,Wedabo,12.0,47.0,13.0,0.0
283,Lofa,AA Certificate,Foya,3.0,4.0,3.0,0.0
284,Lofa,AA Certificate,Kolahun 1,3.0,9.0,13.0,1.0
285,Lofa,AA Certificate,Kolahun 2,0.0,3.0,10.0,4.0
286,Lofa,AA Certificate,Vahun,0.0,1.0,0.0,0.0
287,Lofa,AA Certificate,Voinjama,6.0,16.0,14.0,10.0
288,Lofa,AA Certificate,Zorzor,0.0,5.0,7.0,7.0
289,Lofa,B.Sc. in Education,Foya,0.0,1.0,0.0,0.0
290,Lofa,B.Sc. in Education,Kolahun 1,0.0,0.0,0.0,1.0
291,Lofa,B.Sc. in Education,Voinjama,0.0,7.0,2.0,6.0
292,Lofa,B.Sc. in Education,Zorzor,1.0,0.0,0.0,3.0
293,Lofa,In-service B Certificate,Foya,0.0,6.0,2.0,0.0
294,Lofa,In-service B Certificate,Kolahun 1,0.0,0.0,1.0,0.0
295,Lofa,In-service B Certificate,Kolahun 2,1.0,3.0,0.0,1.0
296,Lofa,In-service B Certificate,Vahun,0.0,1.0,0.0,0.0
297,Lofa,In-service B Certificate,Voinjama,0.0,2.0,0.0,0.0
298,Lofa,In-service B Certificate,Zorzor,1.0,1.0,1.0,1.0
299,Lofa,In-service C Certificate,Foya,13.0,62.0,4.0,0.0
300,Lofa,In-service C Certificate,Kolahun 1,2.0,11.0,13.0,0.0
301,Lofa,In-service C Certificate,Kolahun 2,1.0,14.0,3.0,0.0
302,Lofa,In-service C Certificate,Salayea,1.0,1.0,0.0,0.0
303,Lofa,In-service C Certificate,Vahun,0.0,16.0,0.0,0.0
304,Lofa,In-service C Certificate,Voinjama,17.0,27.0,11.0,3.0
305,Lofa,In-service C Certificate,Zorzor,5.0,12.0,2.0,2.0
306,Lofa,M.Sc. in Education,Kolahun 1,0.0,0.0,0.0,0.0
307,Lofa,M.Sc. in Education,Zorzor,0.0,0.0,1.0,0.0
308,Lofa,No teaching certificate,Foya,27.0,79.0,6.0,0.0
309,Lofa,No teaching certificate,Kolahun 1,19.0,23.0,6.0,0.0
310,Lofa,No teaching certificate,Kolahun 2,24.0,47.0,6.0,0.0
311,Lofa,No teaching certificate,Vahun,0.0,6.0,0.0,0.0
312,Lofa,No teaching certificate,Voinjama,41.0,42.0,9.0,1.0
313,Lofa,No teaching certificate,Zorzor,13.0,26.0,9.0,15.0
314,Lofa,PhD in Education,Voinjama,1.0,0.0,0.0,0.0
315,Lofa,Pre-service B Certificate,Foya,1.0,3.0,1.0,0.0
316,Lofa,Pre-service B Certificate,Kolahun 1,0.0,1.0,0.0,0.0
317,Lofa,Pre-service B Certificate,Kolahun 2,1.0,1.0,0.0,0.0
318,Lofa,Pre-service B Certificate,Salayea,0.0,0.0,1.0,0.0
319,Lofa,Pre-service B Certificate,Voinjama,0.0,5.0,3.0,0.0
320,Lofa,Pre-service B Certificate,Zorzor,0.0,3.0,2.0,2.0
321,Lofa,Pre-service C Certificate,Foya,10.0,48.0,9.0,0.0
322,Lofa,Pre-service C Certificate,Kolahun 1,7.0,15.0,8.0,0.0
323,Lofa,Pre-service C Certificate,Kolahun 2,7.0,10.0,2.0,0.0
324,Lofa,Pre-service C Certificate,Vahun,0.0,2.0,0.0,0.0
325,Lofa,Pre-service C Certificate,Voinjama,9.0,19.0,2.0,0.0
326,Lofa,Pre-service C Certificate,Zorzor,15.0,65.0,22.0,3.0
327,Margibi,AA Certificate,Farmington,4.0,19.0,32.0,16.0
328,Margibi,AA Certificate,Gibi,0.0,4.0,3.0,0.0
329,Margibi,AA Certificate,Kakata 1,2.0,12.0,6.0,1.0
330,Margibi,AA Certificate,Kakata 2,4.0,6.0,19.0,4.0
331,Margibi,AA Certificate,Mama kaba,4.0,15.0,21.0,7.0
332,Margibi,AA Certificate,Marshall,5.0,7.0,12.0,9.0
333,Margibi,B.Sc. in Education,Farmington,11.0,19.0,33.0,29.0
334,Margibi,B.Sc. in Education,Gibi,0.0,1.0,1.0,0.0
335,Margibi,B.Sc. in Education,Kakata 1,2.0,6.0,9.0,5.0
336,Margibi,B.Sc. in Education,Kakata 2,2.0,7.0,17.0,38.0
337,Margibi,B.Sc. in Education,Mama kaba,1.0,9.0,8.0,13.0
338,Margibi,B.Sc. in Education,Marshall,0.0,3.0,10.0,17.0
339,Margibi,In-service B Certificate,Farmington,8.0,11.0,15.0,5.0
340,Margibi,In-service B Certificate,Gibi,1.0,1.0,0.0,0.0
341,Margibi,In-service B Certificate,Kakata 1,2.0,6.0,6.0,1.0
342,Margibi,In-service B Certificate,Kakata 2,2.0,1.0,6.0,0.0
343,Margibi,In-service B Certificate,Mama kaba,2.0,7.0,9.0,1.0
344,Margibi,In-service B Certificate,Marshall,0.0,1.0,1.0,0.0
345,Margibi,In-service C Certificate,Farmington,28.0,86.0,44.0,10.0
346,Margibi,In-service C Certificate,Gibi,12.0,35.0,6.0,0.0
347,Margibi,In-service C Certificate,Kakata 1,13.0,27.0,13.0,0.0
348,Margibi,In-service C Certificate,Kakata 2,2.0,8.0,10.0,3.0
349,Margibi,In-service C Certificate,Mama kaba,18.0,42.0,15.0,3.0
350,Margibi,In-service C Certificate,Marshall,5.0,14.0,9.0,6.0
351,Margibi,M.Sc. in Education,Farmington,1.0,1.0,3.0,5.0
352,Margibi,M.Sc. in Education,Kakata 1,0.0,1.0,0.0,0.0
353,Margibi,M.Sc. in Education,Kakata 2,0.0,1.0,1.0,7.0
354,Margibi,M.Sc. in Education,Mama kaba,0.0,2.0,0.0,0.0
355,Margibi,M.Sc. in Education,Marshall,0.0,1.0,0.0,0.0
356,Margibi,No teaching certificate,Farmington,42.0,60.0,19.0,3.0
357,Margibi,No teaching certificate,Gibi,13.0,18.0,1.0,0.0
358,Margibi,No teaching certificate,Kakata 1,12.0,15.0,0.0,0.0
359,Margibi,No teaching certificate,Kakata 2,17.0,24.0,4.0,0.0
360,Margibi,No teaching certificate,Mama kaba,19.0,43.0,20.0,6.0
361,Margibi,No teaching certificate,Marshall,12.0,13.0,1.0,1.0
362,Margibi,PhD in Education,Farmington,1.0,0.0,1.0,0.0
363,Margibi,Pre-service B Certificate,Farmington,1.0,6.0,8.0,6.0
364,Margibi,Pre-service B Certificate,Gibi,1.0,0.0,2.0,0.0
365,Margibi,Pre-service B Certificate,Kakata 1,0.0,8.0,6.0,3.0
366,Margibi,Pre-service B Certificate,Kakata 2,1.0,5.0,11.0,0.0
367,Margibi,Pre-service B Certificate,Mama kaba,2.0,13.0,11.0,0.0
368,Margibi,Pre-service B Certificate,Marshall,1.0,7.0,9.0,2.0
369,Margibi,Pre-service C Certificate,Farmington,41.0,76.0,37.0,9.0
370,Margibi,Pre-service C Certificate,Gibi,12.0,36.0,1.0,1.0
371,Margibi,Pre-service C Certificate,Kakata 1,22.0,60.0,17.0,0.0
372,Margibi,Pre-service C Certificate,Kakata 2,33.0,112.0,33.0,5.0
373,Margibi,Pre-service C Certificate,Mama kaba,15.0,53.0,18.0,5.0
374,Margibi,Pre-service C Certificate,Marshall,21.0,67.0,16.0,13.0
375,Maryland,B.Sc. in Education,Harper 2,3.0,0.0,5.0,0.0
376,Maryland,In-service B Certificate,Karleway 1,0.0,2.0,2.0,0.0
377,Maryland,In-service C Certificate,Barrobo 1,5.0,9.0,1.0,1.0
378,Maryland,In-service C Certificate,Harper 2,0.0,2.0,0.0,0.0
379,Maryland,In-service C Certificate,Karleway 1,0.0,3.0,3.0,0.0
380,Maryland,In-service C Certificate,Sodoken,0.0,4.0,0.0,0.0
381,Maryland,No teaching certificate,Barrobo 1,2.0,2.0,1.0,0.0
382,Maryland,No teaching certificate,Harper 2,7.0,8.0,3.0,0.0
383,Maryland,No teaching certificate,Karleway 1,2.0,4.0,6.0,7.0
384,Maryland,Pre-service C Certificate,Barrobo 1,2.0,7.0,2.0,0.0
385,Maryland,Pre-service C Certificate,Harper 2,2.0,1.0,1.0,0.0
386,Maryland,Pre-service C Certificate,Karleway 1,2.0,4.0,2.0,1.0
387,Maryland,Pre-service C Certificate,Karleway 2,0.0,1.0,0.0,0.0
388,Maryland,Pre-service C Certificate,Sodoken,1.0,1.0,0.0,0.0
389,Montserrado 1,AA Certificate,Greater Monrovia 1A,21.0,61.0,74.0,25.0
390,Montserrado 1,AA Certificate,Greater Monrovia 1B,16.0,48.0,25.0,7.0
391,Montserrado 1,AA Certificate,Greater Monrovia 1C,13.0,53.0,52.0,39.0
392,Montserrado 1,AA Certificate,Greater Monrovia 1D,13.0,56.0,38.0,22.0
393,Montserrado 1,AA Certificate,Greater Monrovia 1E,4.0,16.0,6.0,0.0
394,Montserrado 1,AA Certificate,Greater Monrovia 2A,2.0,13.0,1.0,2.0
395,Montserrado 1,AA Certificate,Greater Monrovia 2B,2.0,8.0,8.0,4.0
396,Montserrado 1,AA Certificate,Greater Monrovia 2C,2.0,11.0,7.0,5.0
397,Montserrado 1,AA Certificate,Greater Monrovia 2D,1.0,26.0,15.0,7.0
398,Montserrado 1,AA Certificate,Paynesville 1,14.0,56.0,67.0,19.0
399,Montserrado 1,AA Certificate,Paynesville 2,11.0,47.0,54.0,34.0
400,Montserrado 1,AA Certificate,Paynesville 3,4.0,34.0,34.0,16.0
401,Montserrado 1,AA Certificate,Paynesville 4,12.0,35.0,46.0,29.0
402,Montserrado 1,AA Certificate,Paynesville 5,0.0,16.0,14.0,14.0
403,Montserrado 1,AA Certificate,Paynesville 6,11.0,51.0,56.0,25.0
404,Montserrado 1,B.Sc. in Education,Greater Monrovia 1A,16.0,65.0,61.0,107.0
405,Montserrado 1,B.Sc. in Education,Greater Monrovia 1B,9.0,27.0,11.0,7.0
406,Montserrado 1,B.Sc. in Education,Greater Monrovia 1C,4.0,20.0,18.0,11.0
407,Montserrado 1,B.Sc. in Education,Greater Monrovia 1D,6.0,29.0,14.0,16.0
408,Montserrado 1,B.Sc. in Education,Greater Monrovia 1E,3.0,5.0,0.0,0.0
409,Montserrado 1,B.Sc. in Education,Greater Monrovia 2A,4.0,32.0,6.0,16.0
410,Montserrado 1,B.Sc. in Education,Greater Monrovia 2B,1.0,6.0,9.0,11.0
411,Montserrado 1,B.Sc. in Education,Greater Monrovia 2C,1.0,2.0,9.0,6.0
412,Montserrado 1,B.Sc. in Education,Greater Monrovia 2D,5.0,10.0,19.0,33.0
413,Montserrado 1,B.Sc. in Education,Paynesville 1,11.0,25.0,60.0,36.0
414,Montserrado 1,B.Sc. in Education,Paynesville 2,3.0,16.0,23.0,32.0
415,Montserrado 1,B.Sc. in Education,Paynesville 3,1.0,8.0,16.0,10.0
416,Montserrado 1,B.Sc. in Education,Paynesville 4,4.0,9.0,19.0,39.0
417,Montserrado 1,B.Sc. in Education,Paynesville 5,3.0,17.0,21.0,24.0
418,Montserrado 1,B.Sc. in Education,Paynesville 6,3.0,14.0,24.0,27.0
419,Montserrado 1,In-service B Certificate,Greater Monrovia 1A,3.0,17.0,20.0,5.0
420,Montserrado 1,In-service B Certificate,Greater Monrovia 1B,0.0,2.0,3.0,3.0
421,Montserrado 1,In-service B Certificate,Greater Monrovia 1C,5.0,8.0,6.0,2.0
422,Montserrado 1,In-service B Certificate,Greater Monrovia 1D,1.0,7.0,6.0,5.0
423,Montserrado 1,In-service B Certificate,Greater Monrovia 1E,2.0,1.0,0.0,0.0
424,Montserrado 1,In-service B Certificate,Greater Monrovia 2A,1.0,5.0,11.0,3.0
425,Montserrado 1,In-service B Certificate,Greater Monrovia 2B,1.0,3.0,9.0,6.0
426,Montserrado 1,In-service B Certificate,Greater Monrovia 2C,0.0,7.0,5.0,3.0
427,Montserrado 1,In-service B Certificate,Greater Monrovia 2D,1.0,6.0,3.0,0.0
428,Montserrado 1,In-service B Certificate,Paynesville 1,1.0,10.0,13.0,3.0
429,Montserrado 1,In-service B Certificate,Paynesville 2,0.0,5.0,13.0,11.0
430,Montserrado 1,In-service B Certificate,Paynesville 3,4.0,7.0,6.0,7.0
431,Montserrado 1,In-service B Certificate,Paynesville 4,2.0,10.0,7.0,4.0
432,Montserrado 1,In-service B Certificate,Paynesville 5,0.0,4.0,5.0,2.0
433,Montserrado 1,In-service B Certificate,Paynesville 6,2.0,15.0,11.0,1.0
434,Montserrado 1,In-service C Certificate,Greater Monrovia 1A,66.0,186.0,50.0,17.0
435,Montserrado 1,In-service C Certificate,Greater Monrovia 1B,25.0,52.0,16.0,4.0
436,Montserrado 1,In-service C Certificate,Greater Monrovia 1C,18.0,35.0,14.0,4.0
437,Montserrado 1,In-service C Certificate,Greater Monrovia 1D,20.0,39.0,7.0,3.0
438,Montserrado 1,In-service C Certificate,Greater Monrovia 1E,6.0,22.0,16.0,0.0
439,Montserrado 1,In-service C Certificate,Greater Monrovia 2A,20.0,42.0,6.0,4.0
440,Montserrado 1,In-service C Certificate,Greater Monrovia 2B,21.0,42.0,15.0,7.0
441,Montserrado 1,In-service C Certificate,Greater Monrovia 2C,25.0,33.0,12.0,6.0
442,Montserrado 1,In-service C Certificate,Greater Monrovia 2D,28.0,60.0,14.0,0.0
443,Montserrado 1,In-service C Certificate,Paynesville 1,28.0,52.0,24.0,3.0
444,Montserrado 1,In-service C Certificate,Paynesville 2,42.0,89.0,50.0,26.0
445,Montserrado 1,In-service C Certificate,Paynesville 3,12.0,21.0,6.0,4.0
446,Montserrado 1,In-service C Certificate,Paynesville 4,45.0,48.0,23.0,5.0
447,Montserrado 1,In-service C Certificate,Paynesville 5,16.0,43.0,18.0,7.0
448,Montserrado 1,In-service C Certificate,Paynesville 6,43.0,72.0,35.0,9.0
449,Montserrado 1,M.Sc. in Education,Greater Monrovia 1A,1.0,6.0,5.0,7.0
450,Montserrado 1,M.Sc. in Education,Greater Monrovia 1B,0.0,1.0,2.0,0.0
451,Montserrado 1,M.Sc. in Education,Greater Monrovia 1C,2.0,3.0,3.0,1.0
452,Montserrado 1,M.Sc. in Education,Greater Monrovia 1D,0.0,1.0,0.0,1.0
453,Montserrado 1,M.Sc. in Education,Greater Monrovia 1E,0.0,0.0,0.0,0.0
454,Montserrado 1,M.Sc. in Education,Greater Monrovia 2A,0.0,3.0,0.0,2.0
455,Montserrado 1,M.Sc. in Education,Greater Monrovia 2B,0.0,0.0,1.0,0.0
456,Montserrado 1,M.Sc. in Education,Greater Monrovia 2C,1.0,1.0,0.0,0.0
457,Montserrado 1,M.Sc. in Education,Greater Monrovia 2D,0.0,0.0,1.0,6.0
458,Montserrado 1,M.Sc. in Education,Paynesville 1,1.0,4.0,5.0,3.0
459,Montserrado 1,M.Sc. in Education,Paynesville 2,2.0,1.0,0.0,0.0
460,Montserrado 1,M.Sc. in Education,Paynesville 3,0.0,0.0,1.0,1.0
461,Montserrado 1,M.Sc. in Education,Paynesville 4,1.0,1.0,2.0,4.0
462,Montserrado 1,M.Sc. in Education,Paynesville 5,1.0,1.0,0.0,1.0
463,Montserrado 1,M.Sc. in Education,Paynesville 6,0.0,1.0,4.0,2.0
464,Montserrado 1,No teaching certificate,Greater Monrovia 1A,102.0,110.0,44.0,30.0
465,Montserrado 1,No teaching certificate,Greater Monrovia 1B,38.0,69.0,13.0,6.0
466,Montserrado 1,No teaching certificate,Greater Monrovia 1C,59.0,89.0,41.0,13.0
467,Montserrado 1,No teaching certificate,Greater Monrovia 1D,15.0,43.0,7.0,7.0
468,Montserrado 1,No teaching certificate,Greater Monrovia 1E,16.0,29.0,8.0,0.0
469,Montserrado 1,No teaching certificate,Greater Monrovia 2A,34.0,52.0,15.0,21.0
470,Montserrado 1,No teaching certificate,Greater Monrovia 2B,32.0,72.0,25.0,11.0
471,Montserrado 1,No teaching certificate,Greater Monrovia 2C,19.0,35.0,10.0,4.0
472,Montserrado 1,No teaching certificate,Greater Monrovia 2D,17.0,31.0,6.0,4.0
473,Montserrado 1,No teaching certificate,Paynesville 1,53.0,110.0,43.0,18.0
474,Montserrado 1,No teaching certificate,Paynesville 2,61.0,103.0,41.0,38.0
475,Montserrado 1,No teaching certificate,Paynesville 3,18.0,30.0,6.0,3.0
476,Montserrado 1,No teaching certificate,Paynesville 4,29.0,39.0,10.0,4.0
477,Montserrado 1,No teaching certificate,Paynesville 5,51.0,61.0,21.0,8.0
478,Montserrado 1,No teaching certificate,Paynesville 6,61.0,98.0,45.0,20.0
479,Montserrado 1,PhD in Education,Greater Monrovia 1A,0.0,1.0,0.0,0.0
480,Montserrado 1,PhD in Education,Greater Monrovia 2A,0.0,0.0,0.0,0.0
481,Montserrado 1,PhD in Education,Paynesville 1,0.0,1.0,1.0,0.0
482,Montserrado 1,PhD in Education,Paynesville 4,0.0,0.0,0.0,0.0
483,Montserrado 1,PhD in Education,Paynesville 6,0.0,1.0,1.0,0.0
484,Montserrado 1,Pre-service B Certificate,Greater Monrovia 1A,5.0,23.0,21.0,17.0
485,Montserrado 1,Pre-service B Certificate,Greater Monrovia 1B,3.0,4.0,4.0,1.0
486,Montserrado 1,Pre-service B Certificate,Greater Monrovia 1C,5.0,19.0,11.0,0.0
487,Montserrado 1,Pre-service B Certificate,Greater Monrovia 1D,5.0,10.0,6.0,4.0
488,Montserrado 1,Pre-service B Certificate,Greater Monrovia 1E,0.0,1.0,5.0,0.0
489,Montserrado 1,Pre-service B Certificate,Greater Monrovia 2A,0.0,8.0,2.0,5.0
490,Montserrado 1,Pre-service B Certificate,Greater Monrovia 2B,1.0,6.0,5.0,2.0
491,Montserrado 1,Pre-service B Certificate,Greater Monrovia 2C,0.0,7.0,13.0,4.0
492,Montserrado 1,Pre-service B Certificate,Greater Monrovia 2D,1.0,15.0,7.0,1.0
493,Montserrado 1,Pre-service B Certificate,Paynesville 1,7.0,12.0,12.0,2.0
494,Montserrado 1,Pre-service B Certificate,Paynesville 2,3.0,17.0,11.0,8.0
495,Montserrado 1,Pre-service B Certificate,Paynesville 3,1.0,5.0,6.0,3.0
496,Montserrado 1,Pre-service B Certificate,Paynesville 4,3.0,11.0,6.0,4.0
497,Montserrado 1,Pre-service B Certificate,Paynesville 5,9.0,10.0,8.0,1.0
498,Montserrado 1,Pre-service B Certificate,Paynesville 6,4.0,8.0,5.0,0.0
499,Montserrado 1,Pre-service C Certificate,Greater Monrovia 1A,61.0,105.0,26.0,5.0
500,Montserrado 1,Pre-service C Certificate,Greater Monrovia 1B,24.0,45.0,5.0,0.0
501,Montserrado 1,Pre-service C Certificate,Greater Monrovia 1C,49.0,82.0,27.0,5.0
502,Montserrado 1,Pre-service C Certificate,Greater Monrovia 1D,32.0,27.0,3.0,1.0
503,Montserrado 1,Pre-service C Certificate,Greater Monrovia 1E,19.0,38.0,6.0,0.0
504,Montserrado 1,Pre-service C Certificate,Greater Monrovia 2A,39.0,81.0,8.0,4.0
505,Montserrado 1,Pre-service C Certificate,Greater Monrovia 2B,22.0,39.0,20.0,11.0
506,Montserrado 1,Pre-service C Certificate,Greater Monrovia 2C,16.0,31.0,15.0,3.0
507,Montserrado 1,Pre-service C Certificate,Greater Monrovia 2D,26.0,77.0,24.0,1.0
508,Montserrado 1,Pre-service C Certificate,Paynesville 1,29.0,63.0,15.0,4.0
509,Montserrado 1,Pre-service C Certificate,Paynesville 2,34.0,71.0,31.0,5.0
510,Montserrado 1,Pre-service C Certificate,Paynesville 3,10.0,7.0,4.0,4.0
511,Montserrado 1,Pre-service C Certificate,Paynesville 4,29.0,29.0,13.0,3.0
512,Montserrado 1,Pre-service C Certificate,Paynesville 5,24.0,45.0,21.0,7.0
513,Montserrado 1,Pre-service C Certificate,Paynesville 6,34.0,55.0,33.0,7.0
514,Montserrado 2,AA Certificate,Careysburg,1.0,6.0,6.0,1.0
515,Montserrado 2,AA Certificate,Left Bank 1A,2.0,23.0,24.0,7.0
516,Montserrado 2,AA Certificate,Left Bank 1D,2.0,16.0,21.0,14.0
517,Montserrado 2,AA Certificate,Left Bank 2A,15.0,64.0,60.0,31.0
518,Montserrado 2,AA Certificate,Left bank  1C,2.0,18.0,31.0,16.0
519,Montserrado 2,AA Certificate,Left bank 1B,2.0,13.0,10.0,1.0
520,Montserrado 2,AA Certificate,Left bank 2B,14.0,33.0,31.0,15.0
521,Montserrado 2,AA Certificate,Right Bank 1,5.0,20.0,18.0,8.0
522,Montserrado 2,AA Certificate,Right Bank 2,3.0,23.0,30.0,24.0
523,Montserrado 2,AA Certificate,Right Bank 3,5.0,21.0,37.0,18.0
524,Montserrado 2,AA Certificate,Todee,1.0,7.0,8.0,4.0
525,Montserrado 2,B.Sc. in Education,Careysburg,1.0,6.0,2.0,1.0
526,Montserrado 2,B.Sc. in Education,Left Bank 1A,3.0,17.0,15.0,14.0
527,Montserrado 2,B.Sc. in Education,Left Bank 1D,6.0,11.0,26.0,5.0
528,Montserrado 2,B.Sc. in Education,Left Bank 2A,11.0,31.0,48.0,51.0
